,Unnamed: 0,date,plant_id,tray,plant_area,plant_convex_hull_area,plant_solidity,plant_perimeter,plant_width,plant_height,plant_longest_path,plant_convex_hull_vertices,plant_ellipse_major_axis,plant_ellipse_minor_axis,plant_ellipse_angle,plant_ellipse_eccentricity,total_plants
157,47,Jun-21-2023,plant47,T01,1087,1574.5,0.690377897745316,202.99494767189,61,38,384,19,55.4098854064941,37.0289611816406,92.6454772949218,0.743915622758726,55
158,48,Jun-21-2023,plant48,T01,963,1188.5,0.810265039966344,179.195958137512,27,56,389,17,57.909252166748,24.8367366790771,178.942749023437,0.90335641480834,55
159,49,Jun-21-2023,plant49,T01,1405,1922.5,0.730819245773732,214.16652059555,64,42,387,19,59.0693626403808,42.5121536254882,97.4620895385742,0.694286349089943,55
160,50,Jun-21-2023,plant50,T01,1007,1376.5,0.731565564838358,175.438598752021,38,58,410,18,62.5351486206054,27.8675155639648,160.294555664062,0.895217418758844,55
161,51,Jun-21-2023,plant51,T01,1029,1373,0.749453750910415,184.852812290191,57,40,403,22,55.882022857666,29.6096267700195,118.005546569824,0.848085370094264,55
162,52,Jun-21-2023,plant52,T01,1533,2070,0.740579710144927,243.622364282608,57,55,473,21,62.2096862792968,43.3457717895507,131.393569946289,0.717295730295233,55
163,53,Jun-21-2023,plant53,T01,1116,1539.5,0.724910685287431,192.024385213851,41,53,368,17,52.1465530395507,39.5661468505859,2.66006922721862,0.651383067278345,55
164,54,Jun-21-2023,plant54,T01,1508,2051,0.735251097025841,264.107645511627,71,52,515,21,76.7584457397461,33.5836791992187,117.610244750976,0.899206625748618,55
165,0,Jun-22-2023,plant0,T01,1414,1991,0.710195881466599,268.066015362739,73,43,533,20,71.6399765014648,34.0287017822265,113.038146972656,0.87998795819154,55
166,1,Jun-22-2023,plant1,T01,1314,1687.5,0.778666666666666,231.379723668098,67,46,545,22,73.2861785888671,26.7258834838867,119.17918395996,0.931133552771311,55
167,2,Jun-22-2023,plant2,T01,1218,1548,0.786821705426356,241.722869515419,39,60,404,19,54.2502212524414,32.9995765686035,171.924240112304,0.793718962112314,55
168,3,Jun-22-2023,plant3,T01,1487,2273,0.654201495820501,397.522790551185,54,66,438,21,58.9067916870117,45.9345893859863,8.12300395965576,0.626048318183811,55
169,4,Jun-22-2023,plant4,T01,1622,2039.5,0.795292963961755,250.894442439079,55,53,428,23,57.4472770690918,42.9635200500488,53.7811813354492,0.663836876629535,55
170,5,Jun-22-2023,plant5,T01,1309,1853.5,0.706231454005934,205.781744599342,51,62,458,19,65.8302154541015,35.7343482971191,146.178100585937,0.839845225978457,55
171,6,Jun-22-2023,plant6,T01,1075,1292,0.83204334365325,174.75230705738,57,34,375,20,54.8242874145507,28.5365505218505,76.7540054321289,0.853856010416905,55
172,7,Jun-22-2023,plant7,T01,1370,1954,0.701125895598771,221.681239366531,45,69,552,19,71.1825866699218,32.8388977050781,25.4560146331787,0.88722690733053,55
173,8,Jun-22-2023,plant8,T01,1334,1797.5,0.742141863699582,226.894442439079,64,60,574,21,79.8369979858398,25.4643535614013,48.5874328613281,0.947770096843786,55
174,9,Jun-22-2023,plant9,T01,1587,1923.5,0.82505848713283,280.235946893692,82,30,564,24,84.5087661743164,26.8847217559814,88.5525512695312,0.948047306207505,55
175,10,Jun-22-2023,plant10,T01,1189,1552,0.76610824742268,254.851152181625,41,58,414,17,59.0733222961425,30.8240280151367,18.911413192749,0.853072320466347,55
176,11,Jun-22-2023,plant11,T01,1964,2458.5,0.798861094163107,257.965510129928,97,37,692,21,111.673599243164,26.8801078796386,97.713394165039,0.97059895689571,55
177,12,Jun-22-2023,plant12,T01,1813,2513,0.721448467966573,263.137083053588,70,57,577,18,75.8967666625976,41.5589752197265,121.378807067871,0.836758303740748,55
178,13,Jun-22-2023,plant13,T01,975,1344.5,0.725176645593157,210.651801824569,43,43,335,18,44.4474067687988,36.6025848388671,41.1215095520019,0.567311522440433,55
179,14,Jun-22-2023,plant14,T01,601,740,0.812162162162162,133.053822755813,27,47,340,16,54.3810729980468,16.3585796356201,161.483840942382,0.953682877568703,55
180,15,Jun-22-2023,plant15,T01,843,1177,0.716227697536108,168.953317523002,33,58,398,16,58.6487045288085,25.1090393066406,167.372741699218,0.90371902119233,55
181,16,Jun-22-2023,plant16,T01,1212,1560.5,0.776674142902915,215.237588286399,53,51,410,19,60.9450492858886,29.3448657989501,44.0787048339843,0.876447672149874,55
182,17,Jun-22-2023,plant17,T01,1132,1449,0.781228433402346,180.367531061172,45,50,336,21,47.8455429077148,40.1728210449218,18.533935546875,0.543150128492053,55
183,18,Jun-22-2023,plant18,T01,1085,1325.5,0.818559034326669,182.852812290191,55,38,397,21,57.6657180786132,27.5004959106445,117.290428161621,0.878960240624722,55
184,19,Jun-22-2023,plant19,T01,1404,2289.5,0.613234330639877,370.809986948967,60,55,429,19,60.5077896118164,48.5874557495117,51.611400604248,0.595985691304922,55
185,20,Jun-22-2023,plant20,T01,1470,2053,0.71602532878714,248.894442439079,73,41,468,22,66.8272857666015,38.3453254699707,96.5650634765625,0.818997251692386,55
186,21,Jun-22-2023,plant21,T01,1778,2360.5,0.753230247828849,286.894442439079,67,51,483,21,65.8134536743164,44.9856796264648,69.1127548217773,0.729919437044706,55
187,22,Jun-22-2023,plant22,T01,1138,1786.5,0.636999720123145,345.019726872444,66,41,430,21,60.5433197021484,35.022850036621,74.9678726196289,0.815699490184751,55
188,23,Jun-22-2023,plant23,T01,1397,2121.5,0.658496346924346,253.764499664306,55,61,386,19,57.1262969970703,52.7945556640625,135.247634887695,0.381975254058652,55
189,24,Jun-22-2023,plant24,T01,924,1370,0.674452554744525,252.245460629463,62,36,442,18,58.8058815002441,27.8638973236084,70.7149047851562,0.880617191507415,55
190,25,Jun-22-2023,plant25,T01,1126,1379,0.816533720087019,182.610171675682,41,53,377,21,53.5703887939453,30.3743076324462,33.8110885620117,0.823719112561678,55
191,26,Jun-22-2023,plant26,T01,1146,1869.5,0.612998127841668,254.793937206268,56,53,397,19,50.8559875488281,43.0636367797851,42.482681274414,0.531949405941623,55
192,27,Jun-22-2023,plant27,T01,1179,1680,0.701785714285714,213.781744599342,50,52,369,14,53.6582984924316,41.2358436584472,134.795455932617,0.639862293279613,55
193,28,Jun-22-2023,plant28,T01,956,1476,0.647696476964769,201.58073413372,61,39,417,17,54.3960838317871,32.6316719055175,102.06957244873,0.800082416844404,55
194,29,Jun-22-2023,plant29,T01,1179,1692.5,0.696602658788774,208.651801824569,65,39,425,18,61.2928237915039,35.424446105957,77.2203063964843,0.81606918868245,55
195,30,Jun-22-2023,plant30,T01,1249,1961.5,0.636757583482029,301.979988932609,53,54,387,19,56.3995132446289,45.2802047729492,146.036849975585,0.596184526457337,55
196,31,Jun-22-2023,plant31,T01,1086,1615,0.672445820433436,222.99494767189,37,65,468,17,61.8231124877929,32.5120468139648,10.0298776626586,0.850553687960369,55
197,32,Jun-22-2023,plant32,T01,2098,3214.5,0.652667599937781,296.551296591758,96,53,682,21,88.7962036132812,46.9134063720703,108.69676208496,0.849041155920837,55
198,33,Jun-22-2023,plant33,T01,1376,1770,0.777401129943502,212.610171675682,76,40,548,17,76.4764709472656,27.5093097686767,110.706115722656,0.933064363907567,55
199,34,Jun-22-2023,plant34,T01,1397,1883,0.741901221455124,255.279218435287,52,57,402,20,56.2165412902832,40.359146118164,30.9029827117919,0.69612255633578,55
200,35,Jun-22-2023,plant35,T01,1296,1786.5,0.72544080604534,238.75230705738,62,46,443,19,62.5082550048828,35.9493331909179,66.9377899169921,0.81807372015364,55
201,36,Jun-22-2023,plant36,T01,798,1113,0.716981132075471,185.681239366531,63,26,446,17,69.7443695068359,19.0251483917236,99.7285614013672,0.962075302144247,55
202,37,Jun-22-2023,plant37,T01,1064,1502,0.708388814913448,195.095452904701,44,57,410,18,57.2015304565429,32.3626518249511,29.5057258605957,0.824566196225577,55
203,38,Jun-22-2023,plant38,T01,586,889.5,0.658797077009555,198.935370802879,30,50,364,18,54.0511970520019,19.6348781585693,159.382339477539,0.93168607491679,55
204,39,Jun-22-2023,plant39,T01,614,909,0.675467546754675,186.913061738014,42,42,359,17,53.1209144592285,20.9239158630371,133.24478149414,0.919156627082148,55
205,40,Jun-22-2023,plant40,T01,1034,1705.5,0.606273819994136,263.112141370773,62,44,405,17,56.3817291259765,41.1591033935546,68.467788696289,0.683438787949852,55
206,41,Jun-22-2023,plant41,T01,1420,1943.5,0.730640596861332,214.99494767189,50,58,421,18,61.9872817993164,39.8099517822265,150.323455810546,0.766513882710773,55
207,42,Jun-22-2023,plant42,T01,1620,2203.5,0.735194009530292,235.237588286399,75,45,506,19,70.2227630615234,39.232437133789,98.5183486938476,0.829379617316249,55
208,43,Jun-22-2023,plant43,T01,2167,3435.5,0.630766991704264,387.686565876007,89,57,582,21,82.0220489501953,49.9670906066894,81.4640274047851,0.793023566012636,55
209,44,Jun-22-2023,plant44,T01,1179,1814,0.649944873208379,225.82337474823,55,50,373,16,51.9300842285156,46.6711540222168,49.1123657226562,0.438501275552324,55
210,45,Jun-22-2023,plant45,T01,1710,2193,0.779753761969904,254.75230705738,63,48,451,21,61.2409591674804,42.5376510620117,117.263557434082,0.719401195583814,55
211,46,Jun-22-2023,plant46,T01,1627,2383.5,0.682609607719739,326.726200222969,57,63,440,21,60.6631164550781,51.9743995666503,156.414199829101,0.515697039058303,55
212,47,Jun-22-2023,plant47,T01,1364,2049,0.665690580771107,284.608177304267,72,41,484,19,66.12060546875,37.5524406433105,91.3291320800781,0.823070960507358,55
213,48,Jun-22-2023,plant48,T01,938,1207,0.777133388566694,177.438598752021,24,61,416,17,63.4719467163085,22.0268001556396,175.541946411132,0.937853267966654,55
214,49,Jun-22-2023,plant49,T01,1485,2152,0.690055762081784,255.965510129928,73,44,471,19,64.3725051879882,42.9051551818847,93.2151336669922,0.745492801647909,55
215,50,Jun-22-2023,plant50,T01,1149,1675.5,0.685765443151298,193.92387998104,43,65,460,20,66.4195022583007,31.1555023193359,159.331359863281,0.88316013968271,55
216,51,Jun-22-2023,plant51,T01,867,1185.5,0.731336988612399,180.024385213851,60,34,418,18,59.0844345092773,22.8564929962158,112.515060424804,0.922144931275814,55
217,52,Jun-22-2023,plant52,T01,1842,2614,0.704667176740627,263.178713202476,63,66,530,23,74.299819946289,44.5813789367675,134.398147583007,0.799984989791249,55
218,53,Jun-22-2023,plant53,T01,1554,2043.5,0.760459995106435,226.75230705738,53,61,412,22,57.1174850463867,48.5452232360839,171.129776000976,0.526913718313054,55
219,54,Jun-22-2023,plant54,T01,1963,2757.5,0.711876699909338,296.107645511627,76,60,629,22,82.9338455200195,40.5858573913574,121.697296142578,0.872072731871172,55
220,0,Jun-23-2023,plant0,T01,2116,3343,0.632964403230631,320.735062122344,76,72,531,21,73.5142822265625,57.7530975341796,128.090103149414,0.618729917517089,55
221,1,Jun-23-2023,plant1,T01,1952,2949,0.661919294676161,313.906635046005,78,59,588,21,73.7621841430664,49.295310974121,116.119117736816,0.743891339633391,55
222,2,Jun-23-2023,plant2,T01,2212,3037.5,0.728230452674897,302.107645511627,70,68,568,22,77.5237503051757,50.4457626342773,137.505996704101,0.759323214337441,55
223,3,Jun-23-2023,plant3,T01,1780,3077.5,0.578391551584078,404.901458859443,70,67,433,21,64.1894454956054,60.5576362609863,164.262725830078,0.331598904945456,55
224,4,Jun-23-2023,plant4,T01,2340,3258.5,0.718121835200245,328.735062122344,78,63,535,24,74.4478759765625,54.8599472045898,101.138488769531,0.676011908882519,55
225,5,Jun-23-2023,plant5,T01,1866,2639,0.707086017430845,293.965510129928,52,82,564,21,80.0451202392578,40.5159568786621,157.606369018554,0.862437257040016,55
226,6,Jun-23-2023,plant6,T01,1812,2495.5,0.726106992586656,249.036577820777,68,56,447,22,61.3154563903808,53.6116905212402,106.734313964843,0.485280549987639,55
227,7,Jun-23-2023,plant7,T01,1949,2802,0.695574589578872,280.308655977249,58,72,521,21,69.3711700439453,51.4516563415527,21.502290725708,0.670746763385901,55
228,8,Jun-23-2023,plant8,T01,2084,3304,0.630750605326876,304.835567355155,69,82,700,21,87.5600662231445,48.9106826782226,38.900146484375,0.829440030929343,55
229,9,Jun-23-2023,plant9,T01,2460,3668,0.670665212649945,446.861924052238,95,60,642,22,86.2018356323242,53.0903015136718,91.0490646362304,0.787837118123892,55
230,10,Jun-23-2023,plant10,T01,1269,1900,0.667894736842105,287.557020306587,46,62,451,17,62.0368690490722,34.1406745910644,12.5766382217407,0.834948041231908,55
231,11,Jun-23-2023,plant11,T01,2761,4036.5,0.684008423138857,355.119838118553,109,52,750,28,100.21726989746,50.2763519287109,95.5186538696289,0.865057030241409,55
232,12,Jun-23-2023,plant12,T01,2731,4504.5,0.606282606282606,368.776692271232,89,74,630,23,92.5022735595703,67.2222290039062,110.15185546875,0.68694549934617,55
233,13,Jun-23-2023,plant13,T01,1456,2375,0.613052631578947,279.421353816986,68,53,483,22,60.3815002441406,53.3245277404785,110.834602355957,0.469134160533186,55
234,14,Jun-23-2023,plant14,T01,946,1531.5,0.617695070192621,212.066015362739,43,55,328,17,52.6423645019531,42.4656143188476,169.083312988281,0.590986615314804,55
235,15,Jun-23-2023,plant15,T01,1579,2152.5,0.733565621370499,222.40916121006,55,66,478,22,71.975112915039,35.9365196228027,147.491012573242,0.866434410222568,55
236,16,Jun-23-2023,plant16,T01,2253,3224.5,0.698712978756396,321.563489198684,57,80,545,24,76.2919540405273,51.0452270507812,174.700912475585,0.74319267260257,55
237,17,Jun-23-2023,plant17,T01,1736,2650.5,0.654970760233918,282.066015362739,61,65,458,18,65.2556838989257,57.3001136779785,143.924057006835,0.478502533421172,55
238,18,Jun-23-2023,plant18,T01,1955,2867,0.681897453784443,310.492421507835,60,69,429,19,68.7146682739257,53.7894096374511,164.625701904296,0.62228130161611,55
239,19,Jun-23-2023,plant19,T01,2229,2909,0.766242695084221,334.634556889534,60,71,482,21,69.5065002441406,48.3199768066406,163.608245849609,0.718829469859001,55
240,20,Jun-23-2023,plant20,T01,1981,2891,0.685230024213075,433.490765213966,92,46,603,23,82.7995452880859,43.5000953674316,87.6163558959961,0.850876132127782,55
241,21,Jun-23-2023,plant21,T01,2813,4031,0.697841726618705,393.303603649139,77,85,649,21,86.1520156860351,61.740306854248,37.2183876037597,0.697439374642088,55
242,22,Jun-23-2023,plant22,T01,1658,2964.5,0.559284870973182,343.421353816986,83,56,564,18,78.7296600341796,47.5369110107421,107.058761596679,0.797136403201578,55
243,23,Jun-23-2023,plant23,T01,1749,2537,0.689396925502562,312.149275660514,55,72,475,18,64.6985626220703,50.798053741455,173.996353149414,0.619306086263212,55
244,24,Jun-23-2023,plant24,T01,1361,2014.5,0.675601886324149,225.965510129928,65,52,448,20,61.2131729125976,44.3955917358398,69.9397430419921,0.688472910052616,55
245,25,Jun-23-2023,plant25,T01,1941,2722.5,0.712947658402203,318.149275660514,77,55,519,23,68.7176666259765,46.7190742492675,84.3033370971679,0.733332732850405,55
246,26,Jun-23-2023,plant26,T01,2170,3467,0.62590135563888,435.858470320701,59,89,595,22,83.033218383789,52.0309448242187,179.591430664062,0.77931846526482,55
247,27,Jun-23-2023,plant27,T01,1835,2633.5,0.696791342320106,315.178713202476,51,70,480,25,66.0646057128906,45.6953506469726,6.98008823394775,0.722207239658386,55
248,28,Jun-23-2023,plant28,T01,1707,2554,0.668363351605325,278.450791358947,75,49,510,21,67.4366149902343,47.564224243164,75.4543762207031,0.708891552785916,55
249,29,Jun-23-2023,plant29,T01,1654,2266.5,0.729759541142731,244.99494767189,77,40,504,21,70.8402481079101,40.4785537719726,85.2266082763671,0.820667415174019,55
250,30,Jun-23-2023,plant30,T01,1684,2692.5,0.625441039925719,300.592926740646,67,62,514,20,68.7133178710937,50.1312065124511,132.464447021484,0.683905660676702,55
251,31,Jun-23-2023,plant31,T01,2032,3359.5,0.604851912486977,310.107645511627,76,72,484,20,73.8481292724609,61.358341217041,44.5902633666992,0.556463616686396,55
252,32,Jun-23-2023,plant32,T01,2570,3770,0.681697612732095,361.421353816986,107,56,745,24,98.4314422607422,47.689453125,106.213790893554,0.874794527948256,55
253,33,Jun-23-2023,plant33,T01,2142,3625.5,0.590815059991725,344.877197504043,84,66,585,19,87.3309249877929,59.5868797302246,104.836647033691,0.731061725563307,55
254,34,Jun-23-2023,plant34,T01,2327,3496,0.665617848970251,314.249780893325,87,63,631,20,83.5680770874023,54.7669448852539,66.3118362426757,0.755319058158538,55
255,35,Jun-23-2023,plant35,T01,2054,2821.5,0.727981570086833,282.450791358947,62,71,484,19,65.1432571411132,54.4839134216308,18.6844234466552,0.548164213328464,55
256,36,Jun-23-2023,plant36,T01,1094,1880.5,0.581760170167508,250.551296591758,69,43,478,16,66.2828369140625,37.0422210693359,98.8256683349609,0.82926817447919,55
257,37,Jun-23-2023,plant37,T01,2041,2731,0.747345294763822,300.350286126136,75,57,536,29,73.0447540283203,43.8375091552734,62.1323623657226,0.799890559256006,55
258,38,Jun-23-2023,plant38,T01,984,1413.5,0.696144322603466,259.13115465641,33,53,380,20,54.6484870910644,31.1397743225097,167.600204467773,0.821769871766861,55
259,39,Jun-23-2023,plant39,T01,1209,1602,0.754681647940074,208.16652059555,63,42,458,18,63.3357505798339,29.8148155212402,113.255477905273,0.882270767672023,55
260,40,Jun-23-2023,plant40,T01,1471,2330,0.631330472103004,338.357415318489,78,45,474,21,69.2535400390625,44.5987091064453,80.9557113647461,0.765032426503288,55
261,41,Jun-23-2023,plant41,T01,1774,2584.5,0.686399690462371,253.379723668098,61,68,561,20,72.4080963134765,44.2728462219238,142.058151245117,0.79129464138778,55
262,42,Jun-23-2023,plant42,T01,1936,2998,0.645763842561707,300.007140278816,90,55,611,21,80.3873596191406,48.4832763671875,99.093276977539,0.797649976378192,55
263,43,Jun-23-2023,plant43,T01,2550,3912,0.651840490797546,335.521859049797,101,58,657,24,90.2305221557617,54.9947509765625,87.2017135620117,0.792792477939933,55
264,44,Jun-23-2023,plant44,T01,1344,2090.5,0.642908395120784,275.036577820777,59,52,427,17,56.0267715454101,51.2431030273437,122.437149047851,0.404318699497081,55
265,45,Jun-23-2023,plant45,T01,2623,3845.5,0.682095956312573,348.048770427703,81,72,557,23,77.1988296508789,64.8955688476562,60.7283859252929,0.541611500714259,55
266,46,Jun-23-2023,plant46,T01,2069,2900,0.713448275862068,348.391916275024,66,70,518,22,74.9907608032226,49.5625228881836,140.160003662109,0.750460717515086,55
267,47,Jun-23-2023,plant47,T01,1594,2447,0.651409889660809,256.693431973457,81,44,529,19,73.830696105957,42.1553993225097,87.281379699707,0.820968223294289,55
268,48,Jun-23-2023,plant48,T01,1414,2120,0.666981132075471,288.835567355155,51,61,431,20,54.5023193359375,44.2647590637207,9.12973022460937,0.583430804195907,55
269,49,Jun-23-2023,plant49,T01,2179,3273,0.665750076382523,328.048770427703,75,64,571,23,77.7188034057617,55.731590270996,50.9192466735839,0.696977755314114,55
270,50,Jun-23-2023,plant50,T01,1717,2594.5,0.661784544228175,262.793937206268,45,85,597,20,78.1534652709961,41.0247039794921,169.380386352539,0.851148515315649,55
271,51,Jun-23-2023,plant51,T01,1859,2635.5,0.705369000189717,297.806129813194,61,77,542,21,75.114517211914,41.5114135742187,149.42674255371,0.833418961175906,55
272,52,Jun-23-2023,plant52,T01,2505,3870.5,0.647203203720449,326.735062122344,77,73,572,25,79.5371932983398,63.5409355163574,126.783920288085,0.6014860528282,55
273,53,Jun-23-2023,plant53,T01,1674,2271.5,0.73695795729694,265.965510129928,55,64,393,20,64.4874267578125,50.4338989257812,19.0376281738281,0.623186368424648,55
274,54,Jun-23-2023,plant54,T01,2665,4044.5,0.658919520336259,334.350286126136,88,70,649,24,88.9042053222656,60.3257980346679,117.132865905761,0.734555780481674,55
275,0,Jun-26-2023,plant0,T01,5173,8412.5,0.614918276374442,554.457931637764,117,105,798,25,109.436965942382,93.2463150024414,81.5120773315429,0.52345225342441,55
276,1,Jun-26-2023,plant1,T01,5118,8186,0.625213779623747,515.286358714103,97,119,837,24,112.94660949707,92.7314147949218,16.6919956207275,0.570899564503799,55
277,2,Jun-26-2023,plant2,T01,4439,5853,0.7584144882966,414.333041191101,99,86,702,30,99.8879013061523,76.4741134643554,96.1175994873046,0.643317664632349,55
278,3,Jun-26-2023,plant3,T01,3838,5359.5,0.716111577572534,430.960457801818,98,84,665,22,101.440338134765,62.4763298034668,114.423156738281,0.787830308003931,55
279,4,Jun-26-2023,plant4,T01,3907,5458.5,0.715764404140331,398.23253595829,92,98,675,25,97.2374191284179,64.9506072998046,139.90151977539,0.744198092596488,55
280,5,Jun-26-2023,plant5,T01,3728,4972.5,0.749723479135243,440.57568180561,77,89,652,25,94.758316040039,59.6352729797363,30.2091541290283,0.777129446508238,55
281,6,Jun-26-2023,plant6,T01,3637,4962.5,0.732896725440806,399.98989534378,67,99,684,21,96.1258850097656,60.7253875732421,174.877746582031,0.775190343942939,55
282,7,Jun-26-2023,plant7,T01,4665,6807.5,0.685273595299302,681.594975829124,110,87,793,23,105.868293762207,75.7293167114257,111.648551940917,0.698800818395686,55
283,8,Jun-26-2023,plant8,T01,4853,7168,0.677036830357142,513.931020259857,83,110,783,32,102.853927612304,78.9307708740234,167.66748046875,0.641160892067182,55
284,9,Jun-26-2023,plant9,T01,4930,7365.5,0.669336772792071,536.943212866783,95,112,778,26,103.813903808593,78.8612060546875,6.81892395019531,0.650343672500754,55
285,10,Jun-26-2023,plant10,T01,2924,4689,0.623587118788654,394.918827652931,111,72,802,24,109.08666229248,55.6713066101074,60.7168998718261,0.859972617650557,55
286,11,Jun-26-2023,plant11,T01,6789,9782.5,0.693994377715307,690.239676237106,117,127,865,28,116.79019165039,91.9470443725586,154.610626220703,0.61659060081326,55
287,12,Jun-26-2023,plant12,T01,5817,8854,0.656991190422408,615.286358714103,114,112,805,25,108.86392211914,92.3739013671875,45.7913055419921,0.529153203804019,55
288,13,Jun-26-2023,plant13,T01,3156,4636.5,0.680685862180524,412.57568180561,101,68,663,25,94.0710906982422,60.2844772338867,95.0246887207031,0.767674831288082,55
289,14,Jun-26-2023,plant14,T01,2304,2944.5,0.782475802343352,302.693431973457,58,70,512,17,72.8850860595703,46.6785697937011,40.5291900634765,0.768007689213261,55
290,15,Jun-26-2023,plant15,T01,4055,5846.5,0.693577353972462,400.676187038421,100,89,629,24,102.926628112792,78.5236282348632,77.0073165893554,0.646506143909837,55
291,16,Jun-26-2023,plant16,T01,5154,7076,0.728377614471452,456.031525492668,117,99,717,22,112.682746887207,83.1842651367187,120.818046569824,0.674563837868605,55
292,17,Jun-26-2023,plant17,T01,2851,3601.5,0.791614605025683,369.504614114761,79,63,544,24,73.7426834106445,54.2777976989746,85.015754699707,0.676934610672089,55
293,18,Jun-26-2023,plant18,T01,3799,5157.5,0.736597188560349,385.362478733062,77,106,774,24,105.682701110839,59.157470703125,25.3162097930908,0.828651442685037,55
294,19,Jun-26-2023,plant19,T01,5136,7440.5,0.690276191116188,520.457931637764,110,116,913,22,136.971206665039,69.4805908203125,39.4569473266601,0.861790590661146,55
295,20,Jun-26-2023,plant20,T01,4547,6296.5,0.722147224648614,418.776692271232,84,113,829,24,104.615242004394,69.1936645507812,17.720401763916,0.750023720367633,55
296,21,Jun-26-2023,plant21,T01,6352,9669.5,0.656910905424272,667.369619011879,136,111,963,26,142.135070800781,89.9737319946289,118.306365966796,0.774138952449983,55
297,22,Jun-26-2023,plant22,T01,4720,7481,0.630931693623847,566.943212866783,104,104,764,27,108.637756347656,90.6332321166992,139.164001464843,0.551355961407455,55
298,23,Jun-26-2023,plant23,T01,4646,6340,0.732807570977917,425.119838118553,127,81,830,27,121.225120544433,68.7681503295898,75.7287902832031,0.823527463207179,55
299,24,Jun-26-2023,plant24,T01,4023,5632.5,0.714247669773635,485.445739030838,81,108,753,25,105.869468688964,67.2403945922851,163.984481811523,0.772408994616242,55
300,25,Jun-26-2023,plant25,T01,4601,6140,0.749348534201954,424.190905809402,109,82,744,24,112.983901977539,70.7525863647461,107.89444732666,0.779647771785521,55
301,26,Jun-26-2023,plant26,T01,5241,6925,0.75682310469314,490.617311954498,119,85,808,26,110.994560241699,71.668212890625,101.874229431152,0.763598618301253,55
302,27,Jun-26-2023,plant27,T01,3859,5090.5,0.758078774187211,402.291411042213,86,93,661,23,101.334968566894,60.7221603393554,37.6705741882324,0.800582777823053,55
303,28,Jun-26-2023,plant28,T01,4498,6465.5,0.695692521846724,467.060963034629,78,122,803,24,110.980911254882,66.3023223876953,7.64510440826416,0.801927801133507,55
304,29,Jun-26-2023,plant29,T01,3757,5155.5,0.728736301037726,439.303603649139,74,100,719,20,96.1298446655273,60.3024368286132,150.738067626953,0.778776150135803,55
305,30,Jun-26-2023,plant30,T01,3926,5363.5,0.731984711475715,445.303603649139,106,77,770,24,110.019218444824,60.9809036254882,64.3372039794921,0.832333593611803,55
306,31,Jun-26-2023,plant31,T01,5440,8239.5,0.660234237514412,530.173660874366,132,92,885,29,125.109626770019,85.5433731079101,100.584785461425,0.729718843387266,55
307,32,Jun-26-2023,plant32,T01,6761,10424,0.648599386032233,838.302243232727,113,127,1053,27,128.912963867187,93.1046981811523,31.2309303283691,0.691653872128968,55
308,33,Jun-26-2023,plant33,T01,4359,6321,0.689606074988134,436.23253595829,92,111,817,21,107.440223693847,72.9295349121093,30.4362716674804,0.734330846652775,55
309,34,Jun-26-2023,plant34,T01,4173,5954,0.700873362445414,433.40410888195,94,87,697,22,87.7537384033203,80.0121383666992,104.799186706542,0.410678108939,55
310,35,Jun-26-2023,plant35,T01,4897,6921,0.707556711457881,496.516806721687,104,104,832,25,118.694992065429,75.5860290527343,132.320434570312,0.77102166404354,55
311,36,Jun-26-2023,plant36,T01,2775,4216.5,0.658128779793667,397.119838118553,65,97,671,20,87.6736907958984,54.193790435791,166.852767944335,0.786075423004311,55
312,37,Jun-26-2023,plant37,T01,4701,6127.5,0.7671970624235,435.203098416328,103,91,674,25,112.330795288085,71.3216934204101,123.589797973632,0.7725733166998,55
313,38,Jun-26-2023,plant38,T01,3050,4487.5,0.679665738161559,384.776692271232,90,79,675,23,94.9011993408203,63.5277557373046,56.6484718322753,0.742893695975881,55
