,Unnamed: 0,date,plant_id,tray,plant_area,plant_convex_hull_area,plant_solidity,plant_perimeter,plant_width,plant_height,plant_longest_path,plant_convex_hull_vertices,plant_ellipse_major_axis,plant_ellipse_minor_axis,plant_ellipse_angle,plant_ellipse_eccentricity,total_plants
314,39,Jun-26-2023,plant39,T01,3032,4176.5,0.725966718544235,381.504614114761,86,82,617,28,93.5087661743164,52.4176788330078,51.6722412109375,0.828110881616023,55
315,40,Jun-26-2023,plant40,T01,3453,4598.5,0.750897031640752,391.504614114761,70,100,710,21,97.8237609863281,54.566120147705,157.067184448242,0.829975216748913,55
316,41,Jun-26-2023,plant41,T01,4050,5227.5,0.774748923959827,439.64674949646,102,69,744,20,95.7343292236328,62.14058303833,76.0326690673828,0.760708170221068,55
317,42,Jun-26-2023,plant42,T01,5764,7983.5,0.721989102523955,483.102593183517,99,126,867,27,113.298698425292,80.5647659301757,169.918395996093,0.703108187471647,55
318,43,Jun-26-2023,plant43,T01,6280,9198.5,0.68272000869707,604.884337782859,115,115,955,25,128.452835083007,82.4235534667968,133.261978149414,0.766985903444309,55
319,44,Jun-26-2023,plant44,T01,3564,5934,0.600606673407482,438.333041191101,110,89,838,25,107.655723571777,69.8381729125976,53.0576171875,0.761029139670693,55
320,45,Jun-26-2023,plant45,T01,5090,6674,0.762661072819898,491.203098416328,94,110,811,26,113.286705017089,67.4551315307617,42.0659675598144,0.8034017694577,55
321,46,Jun-26-2023,plant46,T01,4996,6718,0.743673712414409,482.173660874366,139,85,869,24,130.098175048828,70.7648086547851,72.6944198608398,0.839128062191919,55
322,47,Jun-26-2023,plant47,T01,4055,5791,0.700224486271801,478.274166107177,83,110,784,24,112.820518493652,60.9542617797851,24.5019626617431,0.841487628444149,55
323,48,Jun-26-2023,plant48,T01,4444,6178,0.719326642926513,448.759447336196,108,82,746,24,108.412590026855,74.9016494750976,85.7499542236328,0.72295570528624,55
324,49,Jun-26-2023,plant49,T01,5335,6792.5,0.785425101214574,462.475176572799,79,121,829,24,119.554962158203,69.0598983764648,12.3525276184082,0.81629062674815,55
325,50,Jun-26-2023,plant50,T01,4213,5749,0.732823099669507,432.918827652931,97,88,702,28,96.2044677734375,71.9338455200195,53.1841735839843,0.66401602019525,55
326,51,Jun-26-2023,plant51,T01,3942,5580,0.706451612903225,374.433546423912,80,102,560,25,101.801055908203,74.3517303466796,9.84604263305664,0.683059152430837,55
327,52,Jun-26-2023,plant52,T01,5869,8537,0.68747803678107,524.617311954498,123,99,777,26,123.442352294921,84.5291976928711,61.9042053222656,0.728762463191023,55
328,53,Jun-26-2023,plant53,T01,4688,6736.5,0.695910339196912,461.788884878158,127,83,867,25,125.365631103515,69.2673568725586,104.267105102539,0.833497850610059,55
329,54,Jun-26-2023,plant54,T01,5168,7413,0.697153648995008,522.315796256065,113,88,748,25,112.589469909667,77.9480285644531,69.5995178222656,0.721589877046174,55
330,0,Jun-28-2023,plant0,T01,19405,36954.5,0.525105196931361,1672.63260674476,149,309,1993,23,272.616180419921,156.814514160156,175.312423706054,0.817998142109432,55
331,1,Jun-28-2023,plant1,T01,18323,35543.5,0.515509164826198,1679.68513572216,155,307,2220,29,269.280883789062,146.546844482421,177.336975097656,0.838945429871832,55
332,2,Jun-28-2023,plant2,T01,14290,27910.5,0.511993694129449,1422.04680645465,121,265,1851,28,251.57566833496,125.855346679687,0.123737908899784,0.865870411384891,55
333,3,Jun-28-2023,plant3,T01,6800,8933.5,0.761179828734538,529.972650408744,121,125,952,29,141.362060546875,83.0886840820312,139.114334106445,0.80902650420116,55
334,4,Jun-28-2023,plant4,T01,7490,9665.5,0.774921111168589,478.173660874366,109,144,903,24,127.386108398437,91.9626541137695,0.403177291154861,0.691975914670115,55
335,5,Jun-28-2023,plant5,T01,16471,32836,0.501614082105006,1409.81067049503,142,265,1879,27,256.111389160156,146.398727416992,3.97512435913085,0.820517568101864,55
336,6,Jun-28-2023,plant6,T01,6630,8588,0.772007452258966,485.931020259857,100,122,864,24,126.843803405761,80.9201889038086,26.7967147827148,0.770076581537089,55
337,7,Jun-28-2023,plant7,T01,8474,11641,0.727944334679151,626.499561786651,131,127,972,28,129.549377441406,108.324310302734,65.6772918701171,0.548482036929738,55
338,8,Jun-28-2023,plant8,T01,9550,12677,0.753332807446556,631.085348248481,132,128,982,33,126.951995849609,124.081359863281,173.945968627929,0.211453678820745,55
339,9,Jun-28-2023,plant9,T01,8839,11040,0.800634057971014,577.185853481292,134,129,953,33,143.658386230468,95.1808242797851,45.11421585083,0.749017931698116,55
340,10,Jun-28-2023,plant10,T01,6251,8813.5,0.709252850740341,528.114785790443,135,99,948,23,130.943237304687,86.7269821166992,63.8448677062988,0.749216637161347,55
341,11,Jun-28-2023,plant11,T01,11152,13550,0.823025830258302,736.523947000503,149,146,1149,30,157.669189453125,99.7256774902343,139.821640014648,0.774560798564421,55
342,12,Jun-28-2023,plant12,T01,9961,12875,0.773669902912621,681.81327009201,155,117,1062,31,143.913909912109,108.581893920898,76.873291015625,0.656309240985016,55
343,13,Jun-28-2023,plant13,T01,5576,7276,0.766355140186915,517.587874412536,106,98,763,26,105.037826538085,77.4213714599609,129.715774536132,0.675804562447836,55
344,14,Jun-28-2023,plant14,T01,3801,5081.5,0.748007478106858,361.220343351364,96,72,643,23,92.0505599975586,71.7524795532226,92.0520095825195,0.626414825794945,55
345,15,Jun-28-2023,plant15,T01,8100,10217,0.792796319859058,528.801077485084,123,124,905,29,130.70376586914,92.7626876831054,46.6840095520019,0.704486867474002,55
346,16,Jun-28-2023,plant16,T01,9110,12020,0.757903494176372,593.085348248481,142,120,983,26,129.73974609375,105.048393249511,76.9824829101562,0.586864009231297,55
347,17,Jun-28-2023,plant17,T01,6258,7148,0.875489647453833,417.98989534378,121,95,842,28,117.470191955566,77.5776672363281,66.9627685546875,0.750911364233843,55
348,18,Jun-28-2023,plant18,T01,7437,9536.5,0.779845855397682,537.688379645347,132,107,889,26,123.964492797851,91.7257385253906,67.6571807861328,0.672677739825608,55
349,19,Jun-28-2023,plant19,T01,9995,13504.5,0.740123662482876,931.903338909149,147,123,1187,28,147.200958251953,106.032936096191,60.0568389892578,0.693633853264409,55
350,20,Jun-28-2023,plant20,T01,8824,11469,0.769378324178219,554.759447336196,122,145,1053,28,133.394302368164,103.722839355468,15.6268987655639,0.628801654640359,55
351,21,Jun-28-2023,plant21,T01,10512,15278.5,0.688025656968943,725.168608546257,164,120,1144,27,156.538696289062,113.562362670898,100.714698791503,0.688265676599633,55
352,22,Jun-28-2023,plant22,T01,7774,10831,0.717754593297017,601.972650408744,130,124,875,29,112.479537963867,109.820617675781,82.0773696899414,0.216146903654537,55
353,23,Jun-28-2023,plant23,T01,8021,10361.5,0.774115716836365,504.274166107177,156,101,1042,27,144.447601318359,89.2799987792968,90.7834854125976,0.786116154375922,55
354,24,Jun-28-2023,plant24,T01,6952,9279,0.749218665804504,488.617311954498,122,118,867,27,137.072692871093,89.4518737792968,137.298248291015,0.757713700342688,55
355,25,Jun-28-2023,plant25,T01,8016,10761.5,0.744877572829066,580.700572252273,109,130,985,23,124.446784973144,96.8975448608398,147.12742614746,0.627487865022699,55
356,26,Jun-28-2023,plant26,T01,9691,12062,0.80343226662245,571.913775324821,150,127,994,31,138.369415283203,107.592056274414,73.6530227661132,0.628795045205644,55
357,27,Jun-28-2023,plant27,T01,7323,9292,0.788097287989668,491.788884878158,133,98,886,29,125.318183898925,95.3882904052734,84.3274307250976,0.64855383208064,55
358,28,Jun-28-2023,plant28,T01,7876,10358,0.760378451438501,525.972650408744,115,136,964,27,136.930831909179,92.4918060302734,154.530303955078,0.737393241960562,55
359,29,Jun-28-2023,plant29,T01,7443,9252,0.804474708171206,462.475176572799,104,126,873,22,125.773445129394,95.4675140380859,10.6320695877075,0.651039928702398,55
360,30,Jun-28-2023,plant30,T01,7319,10338,0.707970593925324,529.688379645347,133,126,931,26,140.158660888671,93.6728744506836,47.1556091308593,0.743860833620737,55
361,31,Jun-28-2023,plant31,T01,10749,14326.5,0.750287927965658,663.712764859199,137,147,1067,32,140.62287902832,113.796585083007,142.366989135742,0.587488704680033,55
362,32,Jun-28-2023,plant32,T01,10871,14985.5,0.725434586767208,617.026473164558,143,151,1088,26,155.210296630859,126.885299682617,22.4808082580566,0.575920530044941,55
363,33,Jun-28-2023,plant33,T01,7843,10210,0.76816846229187,574.215291023254,132,114,925,28,121.511917114257,99.6305160522461,86.0613174438476,0.572472635720602,55
364,34,Jun-28-2023,plant34,T01,8143,10719,0.759679074540535,559.730009794235,110,130,951,26,127.745338439941,101.534835815429,157.071380615234,0.606842326885934,55
365,35,Jun-28-2023,plant35,T01,8439,11446.5,0.737255929760188,571.327988862991,133,106,991,27,133.939178466796,100.88230895996,111.660751342773,0.657797393428602,55
366,36,Jun-28-2023,plant36,T01,4806,6699,0.717420510523958,467.303603649139,95,109,743,23,103.682296752929,80.5210037231445,18.3472328186035,0.629978162320243,55
367,37,Jun-28-2023,plant37,T01,8298,10883,0.762473582651842,506.558436870574,104,140,912,27,131.504745483398,96.8273620605468,164.880004882812,0.676651778708909,55
368,38,Jun-28-2023,plant38,T01,5664,7921,0.715061229642721,454.717817187309,121,91,803,23,114.237396240234,91.986946105957,90.6108169555664,0.592967742634352,55
369,39,Jun-28-2023,plant39,T01,5549,7251,0.76527375534409,508.416301488876,96,115,834,26,114.40338897705,75.8105392456054,24.5630207061767,0.748920453698633,55
370,40,Jun-28-2023,plant40,T01,6623,7986.5,0.829274400550929,453.889390110969,95,129,852,26,119.992439270019,83.6199188232421,7.01049995422363,0.717191086180803,55
371,41,Jun-28-2023,plant41,T01,7454,9134,0.816071819575213,505.587874412536,125,118,894,27,128.305526733398,91.0677337646484,51.98482131958,0.704430980355787,55
372,42,Jun-28-2023,plant42,T01,9940,12723.5,0.781231579361024,577.327988862991,136,144,1007,33,144.192794799804,108.447654724121,33.0703201293945,0.659046995939313,55
373,43,Jun-28-2023,plant43,T01,10362,14104.5,0.73465915133468,649.470124244689,132,150,1056,22,153.861022949218,111.950927734375,160.892639160156,0.685990275892218,55
374,44,Jun-28-2023,plant44,T01,5372,7874,0.682245364490729,572.600067019462,118,112,897,22,129.265686035156,71.132698059082,45.2011947631836,0.83497827360418,55
375,45,Jun-28-2023,plant45,T01,7876,9851.5,0.799472161599756,477.445739030838,144,109,871,26,131.710021972656,97.7486038208007,79.8892135620117,0.67023373041093,55
376,46,Jun-28-2023,plant46,T01,8654,12395,0.698184751916095,607.185853481292,158,124,996,24,142.663482666015,105.605690002441,61.302448272705,0.67233907197485,55
377,47,Jun-28-2023,plant47,T01,7339,9743.5,0.753220095448247,528.416301488876,97,138,978,27,135.601837158203,89.6138458251953,8.10543155670166,0.750509098657752,55
378,48,Jun-28-2023,plant48,T01,8254,10989,0.751114751114751,554.901582717895,127,121,890,27,125.221939086914,100.303367614746,132.432647705078,0.598657995495135,55
379,49,Jun-28-2023,plant49,T01,8796,11101,0.792361048554184,527.244728565216,125,145,950,28,145.90412902832,99.7286834716796,151.668975830078,0.729929902451316,55
380,50,Jun-28-2023,plant50,T01,7284,9536.5,0.763802233523829,559.872145175933,130,107,815,32,130.429061889648,89.2393417358398,106.090141296386,0.729296025909701,55
381,51,Jun-28-2023,plant51,T01,7131,9412.5,0.757609561752988,498.274166107177,123,98,921,23,118.605735778808,92.2598800659179,67.8248443603515,0.628424845119869,55
382,52,Jun-28-2023,plant52,T01,10704,13900,0.770071942446043,626.558436870575,168,129,1083,27,148.651062011718,110.973312377929,97.8301086425781,0.665345452929364,55
383,53,Jun-28-2023,plant53,T01,8473,11729.5,0.722366682296773,570.315796256065,148,120,1095,27,142.994659423828,97.640151977539,126.098312377929,0.730583125672328,55
384,54,Jun-28-2023,plant54,T01,7992,11017.5,0.725391422736555,596.600067019462,144,108,1012,24,142.858840942382,95.6129760742187,98.8261032104492,0.743007692101906,55
385,0,Jun-29-2023,plant0,T01,9732,13094,0.74324117916603,651.286358714103,160,116,1099,26,150.833374023437,101.432388305664,79.2756652832031,0.740115530083794,55
386,1,Jun-29-2023,plant1,T01,9886,13746.5,0.719164878332666,635.327988862991,138,156,1096,26,138.984466552734,116.092765808105,150.607849121093,0.54980490941923,55
387,2,Jun-29-2023,plant2,T01,9700,12432,0.78024453024453,544.558436870575,126,132,989,27,135.6005859375,114.142761230468,39.5761604309082,0.539856387733931,55
388,3,Jun-29-2023,plant3,T01,7901,10522.5,0.750867189356141,522.073155641555,126,136,1029,23,146.109573364257,91.0151901245117,141.21109008789,0.782282194812626,55
389,4,Jun-29-2023,plant4,T01,8541,11082,0.770709258256632,519.487369179725,121,149,1002,24,133.874633789062,103.681785583496,11.0890655517578,0.63261157102331,55
390,5,Jun-29-2023,plant5,T01,8303,11157,0.744196468584745,546.700572252273,147,106,990,29,145.006561279296,100.189025878906,75.2378463745117,0.722924022283581,55
391,6,Jun-29-2023,plant6,T01,7293,9803,0.743955931857594,521.386863946914,113,124,869,25,133.045471191406,88.5629425048828,32.0267181396484,0.746255870041676,55
392,7,Jun-29-2023,plant7,T01,9885,13280.5,0.744324385377056,595.771639943122,133,143,1063,29,139.343765258789,110.403182983398,44.9769706726074,0.610121298437402,55
393,8,Jun-29-2023,plant8,T01,10207,13099,0.779219787770058,610.742202401161,139,129,1005,35,130.830413818359,127.870765686035,71.100830078125,0.211500077144418,55
394,9,Jun-29-2023,plant9,T01,9824,12224.5,0.803632050390609,607.185853481292,145,123,1015,30,139.907257080078,105.800552368164,57.5403060913085,0.654318377736531,55
395,10,Jun-29-2023,plant10,T01,7976,10123.5,0.787869807872771,534.457931637764,140,101,937,26,132.879730224609,93.7917709350586,81.7419891357421,0.708371730765721,55
396,11,Jun-29-2023,plant11,T01,12336,15642,0.788645953202915,683.653889775276,162,143,1189,32,162.392868041992,112.22476196289,131.823486328125,0.722788290908232,55
397,12,Jun-29-2023,plant12,T01,11159,14525.5,0.768235172627448,619.730009794235,162,134,1102,27,148.582366943359,118.961372375488,103.282897949218,0.599142244637279,55
398,13,Jun-29-2023,plant13,T01,5977,8039,0.743500435377534,556.315796256065,102,111,823,22,109.174339294433,83.7276306152343,142.809814453125,0.64174658748685,55
399,14,Jun-29-2023,plant14,T01,4173,5754.5,0.725171604831001,379.948265194892,106,76,705,24,100.632667541503,75.4591751098632,95.6471328735351,0.661610470555312,55
400,15,Jun-29-2023,plant15,T01,9216,12076.5,0.763135014283939,619.528999328613,125,138,1005,33,139.203872680664,99.8536911010742,34.2139625549316,0.696744096166877,55
401,16,Jun-29-2023,plant16,T01,10040,13802.5,0.727404455714544,664.440686702728,144,130,1005,29,129.608093261718,118.430236816406,75.3608016967773,0.406262317660341,55
402,17,Jun-29-2023,plant17,T01,7422,8669.5,0.856104734990483,443.16146826744,127,106,879,27,119.963653564453,90.9249725341796,63.3856163024902,0.652326975140371,55
403,18,Jun-29-2023,plant18,T01,8379,11188,0.748927422238112,604.901582717895,145,110,891,26,130.406814575195,99.5829925537109,90.7043762207031,0.645650143816556,55
404,19,Jun-29-2023,plant19,T01,11515,15886,0.724852071005917,722.825462698936,152,137,1197,27,146.349533081054,122.555526733398,68.2932662963867,0.54656514448565,55
405,20,Jun-29-2023,plant20,T01,9491,12501,0.759219262459003,585.972650408744,130,149,1037,25,135.212188720703,108.358917236328,0.508458316326141,0.598130078285503,55
406,21,Jun-29-2023,plant21,T01,12059,17258.5,0.698728162934206,765.653889775276,166,136,1256,27,157.231307983398,124.204330444335,100.901779174804,0.61317569796836,55
407,22,Jun-29-2023,plant22,T01,9385,12675.5,0.740404717762613,657.671134710311,147,126,937,27,131.674835205078,105.265670776367,73.0005874633789,0.600750585257635,55
408,23,Jun-29-2023,plant23,T01,9924,12960,0.76574074074074,576.700572252273,169,113,1105,30,151.487014770507,99.7963333129882,91.589599609375,0.752337269253933,55
409,24,Jun-29-2023,plant24,T01,8479,11573,0.732653590253175,543.730009794235,145,119,991,25,146.993927001953,97.1346969604492,121.079444885253,0.750555381117249,55
410,25,Jun-29-2023,plant25,T01,9385,12526,0.749241577518761,618.114785790443,114,141,1024,26,130.629135131835,108.9595413208,164.402267456054,0.551592659535334,55
411,26,Jun-29-2023,plant26,T01,10818,13987,0.773432473010652,679.168608546257,153,145,1024,34,142.032638549804,117.126579284667,57.0189018249511,0.565649859803923,55
412,27,Jun-29-2023,plant27,T01,8363,10922.5,0.765667200732433,588.073155641555,143,109,924,28,135.523132324218,100.212631225585,96.4311447143554,0.673211066940037,55
413,28,Jun-29-2023,plant28,T01,8844,11863,0.745511253477198,598.600067019462,129,136,930,27,141.506362915039,101.334777832031,144.477966308593,0.697982682779759,55
414,29,Jun-29-2023,plant29,T01,8090,10734,0.753679895658654,529.830515027046,115,132,848,28,135.273529052734,97.6275558471679,19.424596786499,0.692200964370007,55
415,30,Jun-29-2023,plant30,T01,8471,12123.5,0.698725615540066,576.658942103385,140,135,978,23,147.585357666015,103.321113586425,42.9026908874511,0.71406736527941,55
416,31,Jun-29-2023,plant31,T01,12351,16271,0.759080572798229,702.783832550048,136,161,1141,28,148.000030517578,125.333854675292,168.840896606445,0.531831502973346,55
417,32,Jun-29-2023,plant32,T01,12157,17477,0.69559993133833,720.281306385994,156,156,1180,31,153.070816040039,140.289138793945,17.9700050354003,0.400038638928339,55
418,33,Jun-29-2023,plant33,T01,8228,11088,0.742063492063492,591.043718099594,143,115,967,24,127.031326293945,103.1001663208,100.229362487792,0.5841966599722,55
419,34,Jun-29-2023,plant34,T01,9213,12385.5,0.743853699891001,590.215291023254,118,138,922,26,137.37744140625,109.467346191406,177.87922668457,0.60419512385516,55
420,35,Jun-29-2023,plant35,T01,9571,13115,0.729775066717499,622.499561786651,147,117,1032,30,141.460327148437,112.141975402832,85.8405532836914,0.609553337537813,55
421,36,Jun-29-2023,plant36,T01,5853,7657,0.764398589525924,452.333041191101,103,113,784,28,113.544654846191,85.8321533203125,27.6502933502197,0.654648971762636,55
422,37,Jun-29-2023,plant37,T01,9448,12393,0.76236585169047,617.327988862991,114,153,976,25,138.619140625,103.26365661621,0.331832855939865,0.667125717016185,55
423,38,Jun-29-2023,plant38,T01,6531,9217.5,0.708543531326281,556.031525492668,131,100,889,25,124.390495300292,91.0449523925781,104.27439880371,0.681381410606027,55
424,39,Jun-29-2023,plant39,T01,6543,8437,0.77551262297025,567.144223332405,96,127,900,26,124.416152954101,80.3343048095703,12.7252502441406,0.763599383845327,55
425,40,Jun-29-2023,plant40,T01,7658,9468,0.808829742289818,480.717817187309,109,134,910,25,126.117889404296,92.50537109375,13.832646369934,0.679707426758555,55
426,41,Jun-29-2023,plant41,T01,8811,11871.5,0.742197700374847,597.872145175933,132,132,926,27,136.546096801757,100.751953125,45.1084747314453,0.674953389890667,55
427,42,Jun-29-2023,plant42,T01,11193,15072,0.742635350318471,672.825462698936,154,143,1095,34,146.706817626953,120.072685241699,48.2764663696289,0.574572994745985,55
428,43,Jun-29-2023,plant43,T01,11988,16075.5,0.745731081459363,715.938160538673,136,158,1095,28,156.335678100585,124.38963317871,166.296112060546,0.605746946138503,55
429,44,Jun-29-2023,plant44,T01,6190,9080,0.681718061674008,618.884337782859,112,124,988,25,129.819259643554,79.5785140991211,46.2127799987793,0.790087043140758,55
430,45,Jun-29-2023,plant45,T01,8665,11698,0.740724910241066,550.901582717895,156,123,1005,24,137.130905151367,111.153228759765,95.4241638183593,0.585651543800511,55
431,46,Jun-29-2023,plant46,T01,10493,14818.5,0.708101359786753,685.511754393577,164,138,1135,28,149.882614135742,114.823493957519,55.6269989013671,0.64273393273862,55
432,47,Jun-29-2023,plant47,T01,8389,11909,0.704425224620035,615.22748363018,113,146,992,27,139.998977661132,99.5122680664062,3.57377028465271,0.703386990889153,55
433,48,Jun-29-2023,plant48,T01,9507,12760.5,0.745033501822028,601.327988862991,127,137,932,32,133.770751953125,109.663749694824,155.510452270507,0.572666134330311,55
434,49,Jun-29-2023,plant49,T01,10114,12705.5,0.796033213962457,553.286358714103,139,147,967,29,150.830139160156,108.506629943847,139.241546630859,0.694599955380511,55
435,50,Jun-29-2023,plant50,T01,8403,11575.5,0.725929765452896,614.742202401161,134,129,949,25,136.85171508789,99.5155487060546,117.249633789062,0.68644900675123,55
436,51,Jun-29-2023,plant51,T01,8400,10968.5,0.765829420613575,589.872145175933,133,100,1009,24,131.37564086914,97.5537490844726,81.0692749023437,0.669784164943631,55
437,52,Jun-29-2023,plant52,T01,12397,16417.5,0.755108877721943,688.742202401161,176,144,1164,28,154.708801269531,122.752883911132,101.445114135742,0.608642301867133,55
438,53,Jun-29-2023,plant53,T01,10012,14357,0.697360172738037,707.026473164558,153,139,1182,27,146.767745971679,109.704902648925,131.902572631835,0.664292380073984,55
439,54,Jun-29-2023,plant54,T01,8866,12401,0.714942343359406,624.156415939331,158,111,1175,21,150.45246887207,99.3481521606445,107.387809753417,0.750976299538733,55
440,0,Jun-30-2023,plant1,T01,14688,18622.5,0.78872331856625,675.327988862991,158,170,1180,34,157.774322509765,133.917510986328,140.749130249023,0.528727635839561,55
441,1,Jun-30-2023,plant3,T01,11619,15545,0.747442907687359,635.528999328613,136,165,1064,31,152.612518310546,120.589172363281,156.078796386718,0.612893317210669,55
442,2,Jun-30-2023,plant5,T01,13211,17794.5,0.74242041080109,715.310743927955,169,150,1136,31,154.228332519531,136.766052246093,100.804809570312,0.462198592281929,55
443,3,Jun-30-2023,plant7,T01,14052,17758.5,0.791283047554692,676.440686702728,150,173,1223,31,162.819595336914,126.878341674804,31.5125732421875,0.626704251659958,55
444,4,Jun-30-2023,plant9,T01,13828,17766,0.778340650681076,657.470124244689,170,159,1218,27,157.523117065429,137.676834106445,72.2485733032226,0.485907310555655,55
445,5,Jun-30-2023,plant11,T01,16994,19713,0.862070714756759,673.754395008087,182,146,1292,36,178.571563720703,132.660766601562,120.186332702636,0.66940271145461,55
446,6,Jun-30-2023,plant12,T01,12802,16608.5,0.770810127344432,653.470124244689,174,139,1184,32,156.597457885742,120.330291748046,105.943580627441,0.639963701221648,55
447,7,Jun-30-2023,plant13,T01,8788,11066,0.794144225555756,521.629504561424,121,141,1003,25,140.672241210937,98.1912384033203,149.081008911132,0.716083803007366,55
448,8,Jun-30-2023,plant15,T01,12664,16466,0.769099963561277,684.943212866783,133,164,1148,35,156.113891601562,124.735778808593,7.51461172103881,0.601324389786291,55
449,9,Jun-30-2023,plant17,T01,10150,12560,0.80812101910828,550.457931637764,140,135,1046,31,135.502197265625,116.238304138183,45.0909004211425,0.513927951669353,55
450,10,Jun-30-2023,plant19,T01,15984,20277,0.788282290279627,770.139171004295,173,165,1176,29,160.808364868164,143.887863159179,101.035148620605,0.446510340631894,55
451,11,Jun-30-2023,plant21,T01,17341,21738.5,0.797709133564873,749.712764859199,183,171,1114,30,167.125259399414,151.069900512695,89.40966796875,0.427675822422599,55
452,12,Jun-30-2023,plant23,T01,12802,16608.5,0.770810127344432,653.470124244689,174,139,1184,32,156.597457885742,120.330291748046,105.943580627441,0.639963701221648,55
453,13,Jun-30-2023,plant25,T01,12909,15911.5,0.811300003142381,617.286358714103,146,162,1097,33,151.521759033203,130.659286499023,171.115890502929,0.506374473503846,55
454,14,Jun-30-2023,plant27,T01,11468,14782,0.775808415640644,601.931020259857,160,136,1057,28,146.582855224609,119.647682189941,108.936149597167,0.577704356330912,55
455,15,Jun-30-2023,plant29,T01,11892,15576,0.763482280431433,616.600067019462,155,147,1124,29,152.553985595703,125.041999816894,52.1764068603515,0.572854067720847,55
456,16,Jun-30-2023,plant31,T01,15765,19857.5,0.793906584413949,707.269113779068,169,176,1212,28,160.978561401367,141.372314453125,158.679611206054,0.478282849233332,55
457,17,Jun-30-2023,plant33,T01,12315,14615,0.842627437564146,554.499561786651,164,131,1130,28,159.159896850585,116.113212585449,109.068420410156,0.683940147555095,55
458,18,Jun-30-2023,plant35,T01,13789,17692,0.779391815509834,631.185853481292,166,159,1096,35,162.270217895507,132.997985839843,54.8023948669433,0.572924561951452,55
459,19,Jun-30-2023,plant37,T01,13494,17621.5,0.765769088897086,664.742202401161,155,173,1192,30,159.807861328125,133.366760253906,20.7320518493652,0.550940647765927,55
460,20,Jun-30-2023,plant38,T01,14857,19565,0.759366215180168,716.925967931747,172,165,1223,27,168.806533813476,140.842514038085,125.32266998291,0.551245963500106,55
461,21,Jun-30-2023,plant39,T01,9842,12711.5,0.774259528773158,589.629504561424,119,150,1043,26,143.384887695312,108.719459533691,175.89028930664,0.651981197262832,55
462,22,Jun-30-2023,plant41,T01,13195,17648.5,0.747655608125336,658.499561786651,155,157,1108,27,150.311645507812,135.553176879882,24.4305744171142,0.43212398944273,55
463,23,Jun-30-2023,plant43,T01,16153,20320.5,0.794911542530941,733.653889775276,174,169,1206,31,160.143630981445,151.697280883789,72.235595703125,0.320472976535805,55
464,24,Jun-30-2023,plant45,T01,13023,17558.5,0.741692057977617,652.39905655384,175,153,1119,27,156.675247192382,140.874633789062,111.179557800292,0.437639462013512,55
465,25,Jun-30-2023,plant47,T01,13369,17954,0.74462515316921,732.239676237106,156,154,1069,29,146.821975708007,139.276931762695,161.466659545898,0.316444770229765,55
466,26,Jun-30-2023,plant49,T01,14857,19565,0.759366215180168,716.925967931747,172,165,1223,27,168.806533813476,140.842514038085,125.32266998291,0.551245963500106,55
467,27,Jun-30-2023,plant51,T01,12671,15788,0.802571573346845,678.39905655384,162,133,1006,28,151.679611206054,126.188911437988,88.2185897827148,0.554859911351453,55
468,28,Jun-30-2023,plant53,T01,13874,18614,0.74535296013753,741.251868844032,147,167,1103,30,153.688049316406,136.618026733398,171.83609008789,0.458041694126925,55
469,29,Jun-30-2023,plant54,T01,41,32,1.28125,21.899494767189,7,8,38,8,7.28162813186645,5.92350912094116,35.2198638916015,0.581583233891181,55
